tweet,sentiment_value,sentiment,range,airline,timezone
@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,-15.8113883008419,negative,B,Virgin America,Sydney
"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",33.8886042793149,positive,D,Virgin America,Sydney
@VirginAmerica weather delays &gt; next few weeks ;),-30.2371578407382,negative,B,Virgin America,Eastern Time (US & Canada)
@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,-20.8012573584461,negative,B,Virgin America,Pacific Time (US & Canada)
@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,-20,negative,B,Virgin America,Eastern Time (US & Canada)
"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",-16.7705098312484,negative,B,Virgin America,Quito
@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,0,neutral,C,Virgin America,Eastern Time (US & Canada)
"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",0,neutral,C,Virgin America,Eastern Time (US & Canada)
@VirginAmerica happy to spend the day together. Let's do this!,28.347335475692,positive,D,Virgin America,Central Time (US & Canada)
@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,48.2418151324422,positive,D,Virgin America,Eastern Time (US & Canada)
@VirginAmerica missed my flight. How does standby work?,-25,negative,B,Virgin America,Pacific Time (US & Canada)
.@VirginAmerica They were very understanding and helped me out.  Thx!,108,positive,B,Virgin America,Eastern Time (US & Canada)
@VirginAmerica thank you! I absolutely will 😎,28.8675134594813,positive,D,Virgin America,Pacific Time (US & Canada)
@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,6.93375245281536,positive,D,Virgin America,Quito
@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,40,positive,D,Virgin America,Eastern Time (US & Canada)
@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,-8.24957911384305,negative,B,Virgin America,Quito
"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",11.7851130197758,positive,D,Virgin America,Pacific Time (US & Canada)
@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl,0,neutral,C,Virgin America,London
@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,0,neutral,C,Virgin America,Pacific Time (US & Canada)
@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,-31.25,negative,B,Virgin America,Pacific Time (US & Canada)
@VirginAmerica add DTW and I'm sold!,0,neutral,C,Virgin America,Pacific Time (US & Canada)
@VirginAmerica @SSal thanks!,34.6410161513775,positive,D,Virgin America,Eastern Time (US & Canada)
@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,33.9549875050866,positive,D,Virgin America,Eastern Time (US & Canada)
@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,0,neutral,C,Virgin America,Eastern Time (US & Canada)
"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",0,neutral,C,Virgin America,Quito
@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919,46.475800154489,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica Thanks!,42.4264068711928,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica thanks for taking care of @SuuperG on her flight!!,50.5964425626941,positive,E,Virgin America,Pacific Time (US & Canada)
@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,73.7030722367993,positive,E,Virgin America,Pacific Time (US & Canada)
"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",20.0445931434318,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,0,neutral,C,Virgin America,Eastern Time (US & Canada)
@VirginAmerica is my new go to airline,30.2371578407382,positive,D,Virgin America,Pacific Time (US & Canada)
"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",42.4437343813583,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,26.5165042944955,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?,3.16227766016838,positive,D,Virgin America,Arizona
@VirginAmerica trying to check-in...but looks like your site is down?,0,neutral,C,Virgin America,Eastern Time (US & Canada)
@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,0,neutral,C,Virgin America,Central Time (US & Canada)
"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",17.6776695296637,positive,D,Virgin America,Tijuana
"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",0,neutral,C,Virgin America,Eastern Time (US & Canada)
@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,14.4337567297406,positive,D,Virgin America,Arizona
"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",-17.25,negative,B,Virgin America,Central Time (US & Canada)
"@VirginAmerica
wjere is our luggage #so slow at lax",-8.33333333333333,negative,B,Virgin America,London
@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,0,neutral,C,Virgin America,Arizona
"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting",0,neutral,C,Virgin America,Eastern Time (US & Canada)
@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,0,neutral,C,Virgin America,Pacific Time (US & Canada)
"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",20.8012573584461,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica i would like help with some flights please.,50,positive,E,Virgin America,Central Time (US & Canada)
Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,0,neutral,C,Virgin America,Eastern Time (US & Canada)
@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,0,neutral,C,Virgin America,Eastern Time (US & Canada)
@VirginAmerica ok! first time flying with you tonight :),0,neutral,C,Virgin America,Eastern Time (US & Canada)
@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,4.00891862868637,positive,D,Virgin America,Central Time (US & Canada)
"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",0,neutral,C,Virgin America,Quito
@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,20.0445931434318,positive,D,Virgin America,Eastern Time (US & Canada)
@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,-17.3719807243076,negative,B,Virgin America,Pacific Time (US & Canada)
@VirginAmerica delayed to10.30!!,-43.3012701892219,negative,B,Virgin America,Pacific Time (US & Canada)
"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",11.1803398874989,positive,D,Virgin America,Central Time (US & Canada)
@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,18.5695338177052,positive,D,Virgin America,Pacific Time (US & Canada)
"@VirginAmerica I just did, how can I DM? Do u have to also add me?",0,neutral,C,Virgin America,Eastern Time (US & Canada)
"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",12.5,positive,D,Virgin America,Eastern Time (US & Canada)
@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,17.3205080756888,positive,D,Virgin America,Central Time (US & Canada)
"@VirginAmerica Anytime, sugafly.",0,neutral,C,Virgin America,Central Time (US & Canada)
@VirginAmerica I need a receipt for a flight change. Can you send one?,0,neutral,C,Virgin America,Quito
@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight.,30.2371578407382,positive,D,Virgin America,Eastern Time (US & Canada)
"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",40.4145188432738,positive,D,Virgin America,Eastern Time (US & Canada)
@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,38.7298334620742,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,-6.45497224367903,negative,B,Virgin America,Quito
@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,-6.06339062590832,negative,B,Virgin America,Abu Dhabi
@VirginAmerica Your planes are really pretty. Just thought u should know that. :),55.1135192126215,positive,E,Virgin America,Central Time (US & Canada)
@VirginAmerica when are you flying to hawaii,3.77964473009227,positive,D,Virgin America,Arizona
@VirginAmerica thank you,28.8675134594813,positive,D,Virgin America,Eastern Time (US & Canada)
.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,0,neutral,C,Virgin America,Eastern Time (US & Canada)
"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",30,positive,D,Virgin America,Eastern Time (US & Canada)
"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",25.298221281347,positive,D,Virgin America,Central Time (US & Canada)
@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,0,neutral,C,Virgin America,Pacific Time (US & Canada)
@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,33.5410196624968,positive,D,Virgin America,Central Time (US & Canada)
@VirginAmerica you should have 39 dollar LAX-Las fares!!!,-37.1231060122937,negative,B,Virgin America,Pacific Time (US & Canada)
@VirginAmerica great. Well deserved.,35.3553390593274,positive,D,Virgin America,Pacific Time (US & Canada)
@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,0,neutral,C,Virgin America,Pacific Time (US & Canada)
@VirginAmerica no A's channel this year?,0,neutral,C,Virgin America,Pacific Time (US & Canada)
@VirginAmerica Giants and Virgin America. A match made in heaven.,17.8885438199983,positive,D,Virgin America,Pacific Time (US & Canada)
"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",86.6025403784439,positive,E,Virgin America,Eastern Time (US & Canada)
@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname.,-13.7649440322337,negative,B,Virgin America,Pacific Time (US & Canada)
@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,28.8675134594813,positive,D,Virgin America,Mountain Time (US & Canada)
"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",18.8561808316413,positive,D,Virgin America,Mountain Time (US & Canada)
@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC,28.347335475692,positive,D,Virgin America,Central Time (US & Canada)
"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",-38.829013735766,negative,B,Virgin America,Eastern Time (US & Canada)
