,airline_sentiment,airline,text,user_timezone
244,negative,Virgin America,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",Eastern Time (US & Canada)
245,positive,Virgin America,"@VirginAmerica classiq, luv Virgin America. Greetingz",NA
246,negative,Virgin America,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",Santiago
247,positive,Virgin America,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,Pacific Time (US & Canada)
248,positive,Virgin America,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,NA
249,positive,Virgin America,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,NA
251,negative,Virgin America,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,Pacific Time (US & Canada)
252,negative,Virgin America,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,Pacific Time (US & Canada)
253,positive,Virgin America,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",Central Time (US & Canada)
254,neutral,Virgin America,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",NA
255,positive,Virgin America,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,Pacific Time (US & Canada)
256,neutral,Virgin America,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",Sydney
257,neutral,Virgin America,@VirginAmerica any plans to start flying direct from DAL to LAS?,Central Time (US & Canada)
259,positive,Virgin America,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",Pacific Time (US & Canada)
260,negative,Virgin America,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,NA
261,neutral,Virgin America,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,Eastern Time (US & Canada)
262,neutral,Virgin America,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,Eastern Time (US & Canada)
263,negative,Virgin America,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,Pacific Time (US & Canada)
264,negative,Virgin America,@VirginAmerica there is something wrong with you website in Safari iPhone,Eastern Time (US & Canada)
266,negative,Virgin America,@VirginAmerica Already checked in so the page expired :X,Pacific Time (US & Canada)
267,negative,Virgin America,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,Central Time (US & Canada)
268,neutral,Virgin America,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,Sydney
269,neutral,Virgin America,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,Arizona
270,positive,Virgin America,@VirginAmerica I see what you did there ;),Pacific Time (US & Canada)
271,neutral,Virgin America,@VirginAmerica way to take advantage of #MayweatherPacquiao :),Pacific Time (US & Canada)
272,neutral,Virgin America,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,Central Time (US & Canada)
273,positive,Virgin America,@VirginAmerica your inflight team makes the experience #amazing!,NA
274,positive,Virgin America,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,NA
275,negative,Virgin America,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",Pacific Time (US & Canada)
276,neutral,Virgin America,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,Sydney
277,positive,Virgin America,@VirginAmerica fav airline,NA
278,positive,Virgin America,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),NA
279,neutral,Virgin America,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,Pacific Time (US & Canada)
280,neutral,Virgin America,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,Pacific Time (US & Canada)
281,negative,Virgin America,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,Quito
282,positive,Virgin America,@VirginAmerica Thank you!!,Eastern Time (US & Canada)
284,neutral,Virgin America,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,Eastern Time (US & Canada)
285,neutral,Virgin America,@VirginAmerica I need you to follow back in order to DM.,Eastern Time (US & Canada)
287,neutral,Virgin America,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,Pacific Time (US & Canada)
288,negative,Virgin America,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,NA
289,negative,Virgin America,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,Eastern Time (US & Canada)
291,neutral,Virgin America,@VirginAmerica what is your policy on flying after surgery?,Pacific Time (US & Canada)
292,neutral,Virgin America,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,Sydney
293,negative,Virgin America,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",Eastern Time (US & Canada)
295,neutral,Virgin America,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,Sydney
296,neutral,Virgin America,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",Pacific Time (US & Canada)
297,neutral,Virgin America,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,Sydney
298,neutral,Virgin America,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",Sydney
300,neutral,Virgin America,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,Eastern Time (US & Canada)
301,neutral,Virgin America,@VirginAmerica @madbee95 check the website before you go to the airport!,NA
302,negative,Virgin America,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,Pacific Time (US & Canada)
303,neutral,Virgin America,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,Eastern Time (US & Canada)
305,negative,Virgin America,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",Quito
306,negative,Virgin America,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,NA
307,positive,Virgin America,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,Eastern Time (US & Canada)
308,positive,Virgin America,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",Eastern Time (US & Canada)
309,positive,Virgin America,@VirginAmerica happy to spend the day together. Let's do this!,Central Time (US & Canada)
310,neutral,Virgin America,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,Eastern Time (US & Canada)
311,neutral,Virgin America,@VirginAmerica missed my flight. How does standby work?,Pacific Time (US & Canada)
312,positive,Virgin America,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,Eastern Time (US & Canada)
313,neutral,Virgin America,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,NA
314,positive,Virgin America,@VirginAmerica thank you! I absolutely will 😎,Pacific Time (US & Canada)
315,negative,Virgin America,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,Quito
316,neutral,Virgin America,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,Eastern Time (US & Canada)
317,negative,Virgin America,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,Quito
318,negative,Virgin America,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",Pacific Time (US & Canada)
319,neutral,Virgin America,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,NA
320,neutral,Virgin America,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,London
321,negative,Virgin America,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,Pacific Time (US & Canada)
322,negative,Virgin America,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,Pacific Time (US & Canada)
323,neutral,Virgin America,@VirginAmerica add DTW and I'm sold!,Pacific Time (US & Canada)
324,positive,Virgin America,@VirginAmerica How about some free drinks on the flight back for the free promo?,NA
325,positive,Virgin America,@VirginAmerica @SSal thanks!,Eastern Time (US & Canada)
326,neutral,Virgin America,@VirginAmerica momma I made it! 😁😁😁,NA
327,neutral,Virgin America,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,Eastern Time (US & Canada)
328,neutral,Virgin America,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,Eastern Time (US & Canada)
329,neutral,Virgin America,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,NA
330,negative,Virgin America,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",Quito
331,neutral,Virgin America,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,Pacific Time (US & Canada)
332,positive,Virgin America,@VirginAmerica Thanks!,Pacific Time (US & Canada)
333,positive,Virgin America,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,Pacific Time (US & Canada)
334,positive,Virgin America,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,Pacific Time (US & Canada)
335,negative,Virgin America,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,NA
336,negative,Virgin America,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",Pacific Time (US & Canada)
337,neutral,Virgin America,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",NA
339,negative,Virgin America,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,Eastern Time (US & Canada)
