"Response","tweets"
"negative","oregon college students busted for making  900 000 in fraudulent apple  iphone returns  feds say https   t co pxuqody6sc"
"neutral","waiting for goat yoga to open their gate       gradygoatyoga  gradygoatfoundation  thonotosassa  florida  morning  https   t co 7ljn8sroev"
"positive","the avanco hear   affordable bluetooth hearing aid earbuds   google  earbuds  android  news  hearingloss  iphone  https   t co yvmsny4ana"
"positive","10 best  barcode  scanner apps for  iphone 2019  https   t co uhbx6gyxun   iphone  barcoescanner  bestbarcodescanner"
"positive"," live broadcast   e  cigarette  sunsky  kathy  iphone  samsung  huawei  xiaomi  camera  gadget  gopro  led  outdoor  https   t co vghjhkf5gj"
"neutral","it has been a while but hey  when the moment takes you  wexmondays  fsprintmonday  iphone https   t co gdwuxh5wtj"
"negative"," apple scammed by college students through fake  iphone replacement scheme https   t co lvjk8uaehr https   t co je5iksirlv"
"positive","love  birds  get hipster birds  stickers   blogger  iphone  ios10  texting  imessage  imessageapp  imessagesticker https   t co uhmep7b5lc"
"positive"," spring savings sale   100 off the apple iphone 8 plus  visit https   t co khyyguf7wm  apple  springsale  iphone https   t co uoxqkhedna"
"positive"," bible verse found with prayers  amp  blessings daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co fnhg9snjaz"
"positive","perfect view for sunset   relaxing and calm    sunset   iphone   mondaysunset   riverside https   t co cqhtomcjun"
"positive","here s how to clear  applenews history on  iphone   ipad  and  mac https   t co hqgqobymcv https   t co rmpfsbqnmy"
"positive","rt  isha63702943  https   t co n7bfjfk2ku you can visit us or call us on 98 101 620 28  apple  iphone  applewatch  iphonex   applemusic  ap "
"positive","the calmness of the sea and the parked cruise waiting for the sun to rise  halongbay  vietnam        instadaily  https   t co 8m28gtkyli"
"neutral","sixth video of 2019 just dropped    dbrand  grip  v2  2019  drop  test with  iphone  xs   https   t co vkkiwhf8fg"
"positive","12 really good reasons to buy  clever clogs   https   t co qgpal4gmky   learn  learning  infants  children  https   t co zlczgigjfq"
"neutral","easter activities  30  discount both front and back iphone 6 plus  6s plus cases  buy now     iphonecases  iphone  https   t co wh8aj2zajl"
"neutral","easter activities  30  discount both front and back one plus 6 cases  buy now     oneplus6cases  oneplus6  huawei  https   t co 5bqty8jb2o"
"negative","the  iphone was a signal of the disruptive effect tablets having on pc industry   2oyf"
"positive","breaking news   the new apple  iphone xi   coming soon    https   t co ndfsu1pk00"
"positive","save 20  sitewide here https   t co kacxezasxz  redbubble use code stuff at checkout  expires expires april 8  2019  https   t co qppjd7l70j"
"negative","   are you pleased with other s misfortune   appdevelopment  androidapp  appdesign  iphone  samsung  misfortune  https   t co n2spcf9jwu"
"negative","shop iphone 6  amp  6s at lowest price visit now  https   t co a9cmmtbjnb  apple  iphone  secondhandkart  deal https   t co lflelfinbk"
"positive","one of the iphone s most useful features is hidden just to the left of the homescreen https   t co odbrevsdy5  iphone"
"positive"," bible verse found with words of apostles daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co oibwrfdrvb"
"positive"," ichigo  kurosaki  rukia  kuchiki  anime for apple  iphone new users can get a us  4  coupons  https   t co xckf13ldm3"
"positive","quan yin says   this is a selfie of you and me together as one    art  painting  true  universal  precious  https   t co d5cxzk9szo"
"positive"," bible verse found with words of jesus each day by  roboticode for  android  iphone  kindle   dailyinspiration https   t co 0jf7ht6vhh"
"positive","psa for the people that have an  iphone please send me your  applemusic username i need new  music to listen to    appreciate you"
"neutral","iphone x  oneplus 6t  realme u1 to receive discounts on amazon fab phones fest sale this week   oneplus  iphone  https   t co nvktsfczqq"
"positive","rt  whitestonechina  galaxy note 9 best screen protector  whitestone dome glass  screenprotector  screen  cracked  galaxy  iphone  pixel  d "
"negative"," what lies behind the barn   iphone  bw https   t co 3zhmlqqj8e https   t co i7ec4v5mgo"
"positive","monday  wallpaper of the day  enjoy             wallpaper  monday  for  apple  iphone  iphonexr  iphonexsmax  https   t co xiijmnvn1o"
"positive","i am listening to  kingstone   smooth mama   pop and rock music radio        https   t co vfau1g2z3y    applemusic  https   t co dgdstgtpne"
"positive","rt  jwa 2016   clear  transparent  modern  fashion  girl  thin  cover case for  iphone 7 https   t co 4zm2we52p3  spdc  sbutd  flockbn  lon "
"positive","what s the best twitter app for iphone    9to5mac https   t co kco5cldapd via  googlenews  apple  twitter  tech  https   t co dwydvvsdve"
"negative","space galaxy designed iphone cases  tempered glass covered  iphone case  shock proof  dirt resistant  anti knock   https   t co z8jatdxkxh"
"neutral","anybody else iphone tweaking since that lil update   apple  iphone"
"positive","the most anticipated phones of 2019  find out what new phones are coming out this year  https   t co 3gazcrrcnm  20  https   t co denzbjt8o1"
"positive","   taking someone on board with more skills to offer  is it a wise idea   appdevelopment  androidapp  ios12  https   t co twombcejuy"
"negative","we all know mondays can be struggle   but our nationwide team are always on hand to fix your phone   https   t co jkz8ad3xps"
"neutral","price drop   funnel  on sale for  iphone  ipad  2 99  gt  gt   0 99 https   t co ve3syywhx8 https   t co p21gzzdzia"
"neutral","could you live without your  iphone  how about your tv  kettle  washing machine  mark boyle moved  off the grid  tw  https   t co lb5chln2ho"
"positive","rt  mikewellsauthor  how to download  amp  read  free ebooks on your  iphone   android phone   windowsphone  blackberry   it s simple  https    "
"neutral","r t softpedia rt bgdftw  intel responds to reports claiming it could hold back a 5g iphone https   t co vly4kwwgwh  https   t co hns558xob6"
"neutral","rt bgdftw  intel responds to reports claiming it could hold back a 5g iphone https   t co mabia7ib3a  apple  iphone  intel"
"positive"," justin  apple  iphonexr 256gb unlocked to any network    trade in your old phone and get your shine new  iphone ev  https   t co cwlcsmzczx"
"neutral","iphone x back glass replacement only at 8000rs   phonedoctors  islamabad  repairingiphone  iphone  ipx  apple  https   t co mqtv963kf8"
"positive","rt  gabryc93  how to have an aesthetic phone   inspiration  backgrounds  fonts  amp  contacts https   t co cedkfaaj6e  pinkynature   background "
"positive","what is most important to you in an app     phoneapp  app  android  iphone  messaging  communication  housetoken  hot  digitalcurrency"
"positive","the best 5 vpn s for mac os   apple mac computers are becoming increasingly popular  and have been for a number of  https   t co djbobvpumg"
"neutral","rt  bgdftw  intel responds to reports claiming it could hold back a 5g iphone https   t co kp0kteydaq  apple  iphone  intel"
"neutral","intel responds to reports claiming it could hold back a 5g iphone https   t co kp0kteydaq  apple  iphone  intel"
"neutral","in hospital again this week   iphone  photography https   t co fh5r3cwrcu"
"positive","rt  simon treasure  a couple of long exposures of the thames this evening  londonist  towerbrgevents   towerbridge  visitlondon  london  lo "
"negative","back to my trusty  android  that  iphone was driving me insane  what a piece of shit  "
"positive"," apple  iphone is shit  sure tech is fab  but everything breaks so quick  bad quality   but they have your money an  https   t co atpb3cmr2p"
"positive","built in cable power bank by dds   learn more  https   t co upnzfxjhtr  read more  https   t co db6nyqzpbu  inquiry  https   t co h9ggcbdinp"
"positive","how to have an aesthetic phone   inspiration  backgrounds  fonts  amp  contacts https   t co cedkfaaj6e  pinkynature  https   t co zylqspa9dy"
"positive","notch  punch out or dew drop   please retweet or like   samsungs10  tech  mobile  nigeria  screen  iphone https   t co iujdnoykbe"
"neutral","what the f ck happened here       applesupport  apple  iphone https   t co 5nisqsbpvo"
"positive","great music app for  iphone  https   t co bamnx3prqb"
"positive","what app are y all using for twitter    iphone i don t know if i like tweetbot  don t remember how to work it anymore   "
"positive","secure store  vault  for your photos  amp  videos on the  iphone  pin   passcode   touch id protection   privacy  free  https   t co 3fsljoiqve"
"positive","square leather power bank by dds  learn more  https   t co 8a5q3obzzt  read more  https   t co db6nyqzpbu  inquiry   https   t co bgtefyxnkz"
"negative","rt  lgctrapboyz  trap tone     iphone  ringtone  trapbeat  trapmusic   sample  rap  https   t co pci2wtllxu"
"neutral","time for some  mondaymorning  smartphonenews   apparently  apple plans for future  applewatch and  iphone to monito  https   t co fjbnfpv6co"
"negative"," tech ghost in the machine  your  iphone has a hidden list of every location you ve been  called the significant lo  https   t co 9ox8znwrns"
"neutral","ireland celtic cross  iphone case  https   t co 6ttdiev5dw via  redbubble  irish  celtic  ireland  irishpride  iphones  cases  dublin"
"positive"," yellokeith  mongolia s contribution to the  iphone https   t co gqn3k9ziho https   t co fyyfjwdi2g"
"positive"," apple  iphone 4s   16gb 32gb 64gb 8gb    black  white   at amp t  verizon  smartphone  https   t co g0aox1vpk6 price   https   t co lclqy2tgdi"
"neutral","how to use two whatsapp numbers in one mobile  android and iphone   whatsapp  mobile  android  iphone  tech  tips  https   t co ri7cdxtmh4"
"neutral"," what does  refurbished  mean   https   t co 7vh1kthdrn  iphone  refurbished  ios https   t co eqtuctxjoh"
"neutral","get  comic  girl  stickers for  imessage  ios10  iphone  blogger  girlhero  girlsbelonghere  girlstakeover https   t co lrdw2re0wh"
"positive","the best  iphone apps available right now  april 2019  these 100 best iphone  apps will turn your phone into a jack  https   t co dvvwfvhgur"
"positive","exceptional deals on the  canon 445 ink cartridges  call  08170000014 https   t co rsgfiuqgzq  pcplanetnigeria  https   t co qfxuzfw0e0"
"positive","hey guys  fashion in https   t co rpgttodmsn  shopping  price  money  coupon  tv  video  car  aws  prime  https   t co utcrkeyyxt"
"positive","get a  iphone from just  59 99  ask staff about  tradeinatgame to save money    terms and stock levels apply https   t co 7o9nqyrdem"
"negative","iphone xr vs iphone xs  differences and which model to choose  iphone  tech  tips  trick  teknologya https   t co jvxk1m4brz"
"positive","two great apps  your chance  try now for free    document and book translator   https   t co geg9ru8fxb   speak any  https   t co lq20ytf2yw"
"positive","add some irish charm onto your  iphone    https   t co peqbqpxanh via  redbubble  ireland  irish  dublin  iphones   cases  irishpride"
