"","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","text","tweet_coord","tweet_location","user_timezone"
"177","positive",1,NA,NA,"Virgin America","@VirginAmerica Thank you for the follow",NA,"Barbados ","Eastern Time (US & Canada)"
"178","negative",1,"Customer Service Issue",1,"Virgin America","@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers",NA,NA,NA
"179","negative",1,"Cancelled Flight",0.3709,"Virgin America","@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?",NA,NA,NA
"180","neutral",0.6701,NA,0,"Virgin America","@VirginAmerica @TTINAC11 I DM you",NA,"Las Vegas, NV","Mountain Time (US & Canada)"
"181","neutral",0.6942,NA,0,"Virgin America","@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭",NA,NA,"Arizona"
"182","negative",1,"Customer Service Issue",0.7148,"Virgin America","@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!",NA,"Northern Virginia","Eastern Time (US & Canada)"
"183","negative",0.6791,"Cancelled Flight",0.6791,"Virgin America","@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?",NA,"Boston, MA","Central Time (US & Canada)"
"184","positive",0.3579,NA,0,"Virgin America","😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt",NA,"Worldwide","Caracas"
"185","positive",1,NA,NA,"Virgin America","@VirginAmerica Only way to fly! #Elevate #Gold",NA,"LaLa Land","Pacific Time (US & Canada)"
"186","neutral",0.653,NA,NA,"Virgin America","@VirginAmerica If only you guys had flights from CMH.",NA,NA,"Quito"
"187","negative",1,"Can't Tell",0.648,"Virgin America","@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",NA,NA,NA
"188","negative",1,"Flight Attendant Complaints",0.6729,"Virgin America","@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever",NA,"Las Vegas, NV","Mountain Time (US & Canada)"
"189","neutral",0.6743,NA,0,"Virgin America","@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?",NA,"Chicago ","Central Time (US & Canada)"
"191","neutral",0.6863,NA,NA,"Virgin America","“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉",NA,"Argentina",NA
"192","negative",1,"Flight Booking Problems",0.6705,"Virgin America","@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business",NA,"New York, NY","Eastern Time (US & Canada)"
"193","negative",1,"Can't Tell",1,"Virgin America","@VirginAmerica you suck!",NA,NA,NA
"194","positive",1,NA,NA,"Virgin America","@VirginAmerica thanks!",NA,"BAYAREA✈️NYC","Pacific Time (US & Canada)"
"195","negative",1,"Flight Booking Problems",0.6648,"Virgin America","@VirginAmerica Just DM'd. Same issue persisting.",NA,"Washington, DC","Atlantic Time (Canada)"
"196","negative",1,"Cancelled Flight",1,"Virgin America","@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids",NA,"New York City ","Eastern Time (US & Canada)"
"197","negative",1,"Flight Booking Problems",1,"Virgin America","@VirginAmerica trying to book a flight &amp; your site is down 😁",NA,"BAYAREA✈️NYC","Pacific Time (US & Canada)"
"198","negative",0.7158,"Cancelled Flight",0.7158,"Virgin America","@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything",NA,"MA // Ashton in Wonderland","Eastern Time (US & Canada)"
"199","negative",1,"Cancelled Flight",1,"Virgin America","@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better",NA,"New York City","Eastern Time (US & Canada)"
"200","positive",1,NA,NA,"Virgin America","@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue",NA,NA,NA
"201","negative",1,"Customer Service Issue",0.6733,"Virgin America","@VirginAmerica Your website is down and I'm trying to check in!",NA,"Washington, DC","Atlantic Time (Canada)"
"202","positive",1,NA,NA,"Virgin America","@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",NA,"Los Angeles, California","Central Time (US & Canada)"
"203","neutral",0.6809,NA,0,"Virgin America","@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!",NA,"Los Angeles, California","Central Time (US & Canada)"
"204","positive",1,NA,NA,"Virgin America","@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4",NA,"CT","Eastern Time (US & Canada)"
"205","positive",1,NA,NA,"Virgin America","@VirginAmerica Keep up the great work :)",NA,"Los Angeles, California","Pacific Time (US & Canada)"
"207","positive",0.6775,NA,0,"Virgin America","@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously",NA,"Natick, MA, USA","Central Time (US & Canada)"
"208","neutral",1,NA,NA,"Virgin America","@VirginAmerica can you please get me to the new york area before monday afternoon",NA,"okayville, population me",NA
"209","positive",1,NA,NA,"Virgin America","@VirginAmerica Thanks so much for the awesome support, you guys rock!",NA,NA,NA
"210","negative",0.7053,"Bad Flight",0.7053,"Virgin America","@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback",NA,"CT","Eastern Time (US & Canada)"
"211","negative",1,"Late Flight",1,"Virgin America","@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.",NA,"CT","Eastern Time (US & Canada)"
"213","positive",0.6667,NA,0,"Virgin America","@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!",NA,"New York, NY","Eastern Time (US & Canada)"
"214","negative",1,"Cancelled Flight",0.6735,"Virgin America","@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?",NA,NA,"Central Time (US & Canada)"
"216","neutral",0.634,NA,0,"Virgin America","@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",NA,"Silicon Valley, California","Pacific Time (US & Canada)"
"217","negative",0.699,"Customer Service Issue",0.699,"Virgin America","@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",NA,"Silicon Valley, California","Pacific Time (US & Canada)"
"218","negative",0.664,"Cancelled Flight",0.3412,"Virgin America","@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin",NA,"New York, NY","Eastern Time (US & Canada)"
"219","negative",1,"Cancelled Flight",0.6452,"Virgin America","@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",NA,"New York, NY","Eastern Time (US & Canada)"
"220","negative",1,"Customer Service Issue",0.6766,"Virgin America","@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks",NA,"chile","Santiago"
"221","negative",1,"Flight Booking Problems",0.6954,"Virgin America","@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh",NA,"California, USA","Pacific Time (US & Canada)"
"222","negative",1,"Cancelled Flight",1,"Virgin America","@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...",NA,"California, USA","Pacific Time (US & Canada)"
"223","positive",0.6522,NA,NA,"Virgin America","@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj",NA,NA,NA
"224","positive",1,NA,NA,"Virgin America","@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline",NA,NA,NA
"225","negative",1,"Can't Tell",0.6526,"Virgin America","@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad",NA,NA,NA
"226","neutral",1,NA,NA,"Virgin America","@VirginAmerica it’s just a bug report, guys",NA,"San Francisco","Pacific Time (US & Canada)"
"227","negative",1,"Customer Service Issue",1,"Virgin America","@VirginAmerica hold times at call center are a bit much",NA,"SF Bay Area","Pacific Time (US & Canada)"
"228","positive",0.7081,NA,NA,"Virgin America","@VirginAmerica Like http://t.co/VPqEm31XUQ",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"229","negative",0.6455,"Flight Booking Problems",0.3497,"Virgin America","@VirginAmerica Site down? #help",NA,NA,"Pacific Time (US & Canada)"
"230","positive",1,NA,NA,"Virgin America","@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"231","positive",0.6899,NA,NA,"Virgin America","Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",NA,"Worldwide","Caracas"
"232","positive",1,NA,NA,"Virgin America","@VirginAmerica thanks so much!",NA,"Massachusetts","Eastern Time (US & Canada)"
"233","negative",0.6701,"Customer Service Issue",0.3505,"Virgin America","@VirginAmerica Trying to reset my password, email never arrives. Help?",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"234","positive",0.6575,NA,NA,"Virgin America","@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",NA,"New York",NA
"235","positive",1,NA,NA,"Virgin America","@VirginAmerica Very nicely done. 👏",NA,"Las Vegas","Eastern Time (US & Canada)"
"236","positive",0.6701,NA,NA,"Virgin America","@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;)",NA,"Massachusetts","Eastern Time (US & Canada)"
"237","negative",0.6489,"Late Flight",0.6489,"Virgin America","@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?",NA,NA,NA
"238","negative",0.6786,"Cancelled Flight",0.6786,"Virgin America","@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",NA,NA,"Arizona"
"239","positive",1,NA,NA,"Virgin America","@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗",NA,NA,"Alaska"
"240","positive",1,NA,NA,"Virgin America","@VirginAmerica sounds like fun !",NA,"CALIFORNIA, USA","Pacific Time (US & Canada)"
"241","neutral",1,NA,NA,"Virgin America","@VirginAmerica any updates on flight 413 from Jfk &gt; Lax",NA,"downtown, CA","Pacific Time (US & Canada)"
"242","neutral",1,NA,NA,"Virgin America","@virginamerica spruce moose!",NA,"Brooklyn","Eastern Time (US & Canada)"
"243","negative",1,"Customer Service Issue",1,"Virgin America","@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",NA,"Cambridge, MA, USA, Earth","Eastern Time (US & Canada)"
"244","negative",0.6473,"Lost Luggage",0.3341,"Virgin America","@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",NA,"Somewhere outside of Fenway","Eastern Time (US & Canada)"
"245","positive",0.6771,NA,NA,"Virgin America","@VirginAmerica classiq, luv Virgin America. Greetingz",NA,"Abuja",NA
"246","negative",0.6636,"Customer Service Issue",0.6636,"Virgin America","@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",NA,"chile","Santiago"
"247","positive",1,NA,NA,"Virgin America","@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"248","positive",1,NA,NA,"Virgin America","@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason",NA,"Las Piedras, Peru",NA
"249","positive",1,NA,NA,"Virgin America","@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!",NA,"Charlestown, MA",NA
"251","negative",1,"Flight Booking Problems",0.6809,"Virgin America","@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ",NA,"San Francisco","Pacific Time (US & Canada)"
"252","negative",1,"Damaged Luggage",1,"Virgin America","@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.",NA,"Las Vegas","Pacific Time (US & Canada)"
"253","positive",1,NA,NA,"Virgin America","@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",NA,"New York for now.","Central Time (US & Canada)"
"254","neutral",0.6598,NA,NA,"Virgin America","@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",NA,"Albuquerque, NM",NA
"255","positive",1,NA,NA,"Virgin America","@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo",NA,"#SF#Optimist #Freefalling","Pacific Time (US & Canada)"
"256","neutral",1,NA,NA,"Virgin America","@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",NA,"Global","Sydney"
"257","neutral",1,NA,NA,"Virgin America","@VirginAmerica any plans to start flying direct from DAL to LAS?",NA,"Texas","Central Time (US & Canada)"
"259","positive",1,NA,NA,"Virgin America","@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",NA,"USA","Pacific Time (US & Canada)"
"260","negative",1,"Bad Flight",0.6765,"Virgin America","@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒",NA,"Los Angeles, CA",NA
